show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,semantic_tags
s4059,Movie,Pants on Fire,Jonathan A. Rosenbaum,"Bradley Steven Perry, Joshua J. Ballard, Tyrel Jackson Williams, Brittney Wilson, Taylor Russell, Nicholas Coombe, Rachelle Gillis, Kevin O'Grady",Canada,"March 1, 2019",2014,TV-G,87 min,"Children & Family Movies, Comedies",Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.,jonathan-a.-rosenbaum | rosenbaum | bradley-steven-perry | perry | joshua-j.-ballard | ballard | tyrel-jackson-williams | williams | brittney-wilson | wilson | taylor-russell | russell | nicholas-coombe | coombe | children-and-family-movies | comedies | 2010s | modern | movie | friendship
s4060,Movie,Paranormal Investigation,Franck Phelizon,"Andrei Indreies, Jean-Baptiste Heuet, Jose Atuncar, Pierre Porquet, Claudine Bertin, Gabriella Jordan, Effie Rey, Catalin Morar, Antoine Rodriguez","United States, France","March 1, 2019",2018,TV-14,93 min,"Horror Movies, International Movies, Thrillers","When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him.",franck-phelizon | phelizon | andrei-indreies | indreies | jean-baptiste-heuet | heuet | jose-atuncar | atuncar | pierre-porquet | porquet | claudine-bertin | bertin | gabriella-jordan | jordan | horror-movies | international-movies | thrillers | 2010s | modern | movie
s4061,Movie,Radio Rebel,Peter Howitt,"Debby Ryan, Sarena Parmar, Adam DiMarco, Merritt Patterson, Nancy Robertson",United States,"March 1, 2019",2012,TV-G,90 min,"Children & Family Movies, Comedies","Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike.",peter-howitt | howitt | debby-ryan | ryan | sarena-parmar | parmar | adam-dimarco | dimarco | merritt-patterson | patterson | nancy-robertson | robertson | children-and-family-movies | comedies | 2010s | modern | movie
s4062,Movie,Sarvam Thaala Mayam (Tamil Version),Rajiv Menon,"G.V. Prakash Kumar, Nedumudi Venu, Aparna Balamurali, Divyadarshini, Vineeth, Kumaravel, Ravi Prakash, Sumesh",,"March 1, 2019",2018,TV-14,131 min,"Dramas, International Movies, Music & Musicals","An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist.",rajiv-menon | menon | g.v.-prakash-kumar | kumar | nedumudi-venu | venu | aparna-balamurali | balamurali | divyadarshini | vineeth | kumaravel | dramas | international-movies | music-and-musicals | 2010s | modern | movie | action
s4063,Movie,The Boy Who Harnessed the Wind,Chiwetel Ejiofor,"Maxwell Simba, Chiwetel Ejiofor, AÃ¯ssa MaÃ¯ga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni","United Kingdom, Malawi","March 1, 2019",2019,TV-PG,114 min,"Children & Family Movies, Dramas, Independent Movies","Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story.",chiwetel-ejiofor | ejiofor | maxwell-simba | simba | aã¯ssa-maã¯ga | maã¯ga | lily-banda | banda | lemogang-tsipa | tsipa | philbert-falakeza | falakeza | children-and-family-movies | dramas | independent-movies | 2010s | modern | movie
s4064,TV Show,The Disastrous Life of Saiki K.,,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Mitsuo Iwata, Rikako Aikawa",Japan,"March 1, 2019",2018,TV-14,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows","High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult.",hiroshi-kamiya | kamiya | daisuke-ono | ono | nobunaga-shimazaki | shimazaki | satoshi-hino | hino | natsuki-hanae | hanae | ai-kayano | kayano | anime-series | international-tv-shows | teen-tv-shows | 2010s | modern | tv-show
s4065,Movie,The Last Runway,"Rodrigo SalomÃ³n, Pietro Scappini","Luis Aguirre, Andrea Quattrocchi, Silvio Rodas, Felix Medina, Gonzalo Vivanco, Bruno Sosa, Andrea Frigerio, Mauricio A. Jortack, Rafael Rojas Doria, Roberto Weiss, Fabio Chamorro, Sergio QuiÃ±onez RomÃ¡n, David Gerber","Paraguay, Argentina","March 1, 2019",2018,TV-MA,107 min,"Action & Adventure, International Movies",An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.,rodrigo-salomã³n | salomã³n | pietro-scappini | scappini | luis-aguirre | aguirre | andrea-quattrocchi | quattrocchi | silvio-rodas | rodas | felix-medina | medina | gonzalo-vivanco | vivanco | bruno-sosa | sosa | action-and-adventure | international-movies | 2010s | modern
s4067,Movie,Your Son,Miguel Ãngel Vivas,"JosÃ© Coronado, Ana Wagener, Asia Ortega, Pol Monen, Ester ExpÃ³sito","Spain, France","March 1, 2019",2018,TV-MA,103 min,"Dramas, International Movies, Thrillers","After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators.",miguel-ãngel-vivas | vivas | josã©-coronado | coronado | ana-wagener | wagener | asia-ortega | ortega | pol-monen | monen | ester-expã³sito | expã³sito | dramas | international-movies | thrillers | 2010s | modern | movie | family
s4070,Movie,Beauty and the Bestie,Wenn V. Deramas,"Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,"February 27, 2019",2015,TV-14,119 min,"Action & Adventure, Comedies, International Movies","Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",wenn-v.-deramas | deramas | vice-ganda | ganda | coco-martin | martin | james-reid | reid | nadine-lustre | lustre | karla-estrada | estrada | ryan-bang | bang | action-and-adventure | comedies | international-movies | 2010s | modern | movie
s4071,Movie,Bride For Rent,Mae Czarina Cruz,"Kim Chiu, Xian Lim, Empoy Marquez, Martin del Rosario, Pilita Corrales, Tirso Cruz III, Dennis Padilla, Matt Evans, Lloyd Zaragoza, Zeppi Borromeo",Philippines,"February 27, 2019",2014,TV-PG,110 min,"Comedies, International Movies, Romantic Movies","Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more.",mae-czarina-cruz | cruz | kim-chiu | chiu | xian-lim | lim | empoy-marquez | marquez | martin-del-rosario | rosario | pilita-corrales | corrales | tirso-cruz-iii | iii | comedies | international-movies | romantic-movies | 2010s | modern | movie
s4072,Movie,Can't Help Falling in Love,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Matteo Guidicelli, Zanjoe Marudo, Cherry Pie Picache, Lotlot De Leon, Dennis Padilla, Lito Pimentel, Joross Gamboa, Janus del Prado",Philippines,"February 27, 2019",2017,TV-14,120 min,"Comedies, Dramas, International Movies","Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger.",mae-czarina-cruz | cruz | kathryn-bernardo | bernardo | daniel-padilla | padilla | matteo-guidicelli | guidicelli | zanjoe-marudo | marudo | cherry-pie-picache | picache | lotlot-de-leon | leon | comedies | dramas | international-movies | 2010s | modern | movie
s4073,Movie,Evening Shadows,Sridhar Rangayan,"Mona Ambegaonkar, Anant Mahadevan, Devansh Doshi, Arpit Chaudhary, Yamini Singh, Abhay Kulkarni, Veena Nair, Disha Thakur",India,"February 27, 2019",2018,TV-PG,102 min,"Dramas, Independent Movies, International Movies","When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values.",sridhar-rangayan | rangayan | mona-ambegaonkar | ambegaonkar | anant-mahadevan | mahadevan | devansh-doshi | doshi | arpit-chaudhary | chaudhary | yamini-singh | singh | abhay-kulkarni | kulkarni | dramas | independent-movies | international-movies | 2010s | modern | movie
s4076,Movie,My Ex & Whys,Cathy Garcia-Molina,"Liza Soberano, Enrique Gil, Joey Marquez, Cai Cortez, Arlene Muchlach, Ara Mina, Ryan Bang, Joross Gamboa, Jeffrey Tam, Neils Coleta",Philippines,"February 27, 2019",2017,TV-14,121 min,"Comedies, Dramas, International Movies","Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back.",cathy-garcia-molina | garcia-molina | liza-soberano | soberano | enrique-gil | gil | joey-marquez | marquez | cai-cortez | cortez | arlene-muchlach | muchlach | ara-mina | mina | comedies | dramas | international-movies | 2010s | modern | movie
s4077,Movie,She's Dating the Gangster,Cathy Garcia-Molina,"Kathryn Bernardo, Daniel Padilla, Richard Gomez, Dawn Zulueta, Sofia Andres, Khalil Ramos, Ian Veneracion, Pamu Pamorada, Igi Boy Flores, Marco Gumabao",Philippines,"February 27, 2019",2014,TV-14,113 min,"Dramas, International Movies, Romantic Movies","To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple.",cathy-garcia-molina | garcia-molina | kathryn-bernardo | bernardo | daniel-padilla | padilla | richard-gomez | gomez | dawn-zulueta | zulueta | sofia-andres | andres | khalil-ramos | ramos | dramas | international-movies | romantic-movies | 2010s | modern | movie
s4078,Movie,The Breakup Playlist,Dan Villegas,"Piolo Pascual, Sarah Geronimo, Rio Locsin, Dennis Padilla, Badjie Mortiz, Teddy Corpuz, Anna Luna, Jett Pangan, Cris Villonco, Maris Racal",Philippines,"February 27, 2019",2015,TV-MA,118 min,"Dramas, International Movies, Music & Musicals",A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.,dan-villegas | villegas | piolo-pascual | pascual | sarah-geronimo | geronimo | rio-locsin | locsin | dennis-padilla | padilla | badjie-mortiz | mortiz | teddy-corpuz | corpuz | dramas | international-movies | music-and-musicals | 2010s | modern | movie
s4079,Movie,The Mistress,Olivia M. Lamasan,"John Lloyd Cruz, Bea Alonzo, Hilda Koronel, Ronaldo Valdez, Anita Linda, Carmi Martin",Philippines,"February 27, 2019",2012,TV-MA,132 min,"Dramas, International Movies, Romantic Movies",The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.,olivia-m.-lamasan | lamasan | john-lloyd-cruz | cruz | bea-alonzo | alonzo | hilda-koronel | koronel | ronaldo-valdez | valdez | anita-linda | linda | carmi-martin | martin | dramas | international-movies | romantic-movies | 2010s | modern | movie
s4080,TV Show,Unsolved,,"Josh Duhamel, Jimmi Simpson, Bokeem Woodbine",United States,"February 27, 2019",2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas",Ride along for a dramatized version of the real-life investigations into the murders of rap icons Tupac Shakur and Biggie Smalls.,josh-duhamel | duhamel | jimmi-simpson | simpson | bokeem-woodbine | woodbine | crime-tv-shows | tv-dramas | 2010s | modern | tv-show | drama | crime
s4081,Movie,Zach Galifianakis: Live at the Purple Onion,Michael Blieden,"Zach Galifianakis, Brian Unger",United States,"February 26, 2019",2006,TV-MA,61 min,Stand-Up Comedy,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit.",michael-blieden | blieden | zach-galifianakis | galifianakis | brian-unger | unger | stand-up-comedy | 2000s | classic | movie
s4084,Movie,Bert Kreischer: The Machine,Ryan Polito,Bert Kreischer,United States,"February 22, 2019",2016,TV-MA,70 min,Stand-Up Comedy,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",ryan-polito | polito | bert-kreischer | kreischer | stand-up-comedy | 2010s | modern | movie
s4085,TV Show,Chef's Table,,,United States,"February 22, 2019",2019,TV-MA,6 Seasons,"Docuseries, Reality TV","In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.",docuseries | reality-tv | 2010s | modern | tv-show
s4087,Movie,Paddleton,Alex Lehmann,"Mark Duplass, Ray Romano",United States,"February 22, 2019",2019,TV-MA,89 min,"Comedies, Dramas, Independent Movies","After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does.",alex-lehmann | lehmann | mark-duplass | duplass | ray-romano | romano | comedies | dramas | independent-movies | 2010s | modern | movie | friendship
s4088,Movie,Paris Is Us,Elisabeth Vogler,"NoÃ©mie Schmidt, GrÃ©goire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, ClÃ©ment Olivieri, Doria Achour",France,"February 22, 2019",2019,TV-MA,84 min,"Dramas, Independent Movies, International Movies","Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs.",elisabeth-vogler | vogler | noã©mie-schmidt | schmidt | grã©goire-isvarine | isvarine | marie-mottet | mottet | lou-castel | castel | mathias-minne | minne | margaux-bonin | bonin | dramas | independent-movies | international-movies | 2010s | modern | movie
s4089,Movie,Shonar Pahar,Parambrata Chatterjee,"Tanuja, Jishu Sengupta, Parambrata Chatterjee, Arunima Ghosh, Shrijato Banerjee, Soumitra Chatterjee, Gargi Roychowdhury",India,"February 22, 2019",2018,TV-PG,131 min,"Dramas, Independent Movies, International Movies",An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.,parambrata-chatterjee | chatterjee | tanuja | jishu-sengupta | sengupta | arunima-ghosh | ghosh | shrijato-banerjee | banerjee | soumitra-chatterjee | dramas | independent-movies | international-movies | 2010s | modern | movie | family | friendship
s4090,TV Show,The Big Family Cooking Showdown,,"Zoe Ball, Nadiya Hussain, Giorgio Locatelli, Rosemary Shrager",United Kingdom,"February 22, 2019",2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",zoe-ball | ball | nadiya-hussain | hussain | giorgio-locatelli | locatelli | rosemary-shrager | shrager | british-tv-shows | international-tv-shows | reality-tv | 2010s | modern | tv-show
s4092,Movie,The Drug King,Woo Min-ho,"Song Kang-ho, Cho Jung-seok, Bae Doona, Kim So-jin, Kim Dae-myung, Jo Woo-jin, Lee Hee-jun, Song Young-chang, Yoon Je-moon",South Korea,"February 21, 2019",2018,TV-MA,139 min,"Dramas, International Movies, Thrillers",A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.,woo-min-ho | min-ho | song-kang-ho | kang-ho | cho-jung-seok | jung-seok | bae-doona | doona | kim-so-jin | so-jin | kim-dae-myung | dae-myung | jo-woo-jin | woo-jin | dramas | international-movies | thrillers | 2010s | modern | movie
s4093,Movie,Kevin James: Sweat the Small Stuff,Paul Miller,Kevin James,United States,"February 20, 2019",2001,TV-PG,42 min,Stand-Up Comedy,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.,paul-miller | miller | kevin-james | james | stand-up-comedy | 2000s | classic | movie | family
s4094,Movie,Transformer,Michael Del Monte,Janae Marie Kroczaleski,Canada,"February 20, 2019",2017,TV-MA,79 min,"Documentaries, LGBTQ Movies",Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.,michael-del-monte | monte | janae-marie-kroczaleski | kroczaleski | documentaries | lgbtq-movies | 2010s | modern | movie
